View Detail,View Photos,Map,Federal Fiscal Year,Region,State Code,NEP Name,Project Name,Project Description,Habitat Description,Habitat Type,Acres,Miles,Feet,Restoration Technique,Donated Land,Data Unavailable,EPA Section 320,Total Project Cost,Project Benefits,Activity Name,Lead Implementer,Partners,Latitude,Longitude,Main Funding Source,Site Owner,Last Updated Date,NEP Comments,HQ Comments,HQ Status,Region Status,Total Cost,Author,Submitter Email,HMPU habitat 1,HMPU habitat 2,Count
3115,3115,"<a href=""http://google.com/maps/place/27.831+-82.772/@27.831,-82.77215z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Restoration of No-Name Retention Pond at The Shores of Long Bayou,Restoration of No-Name Pond was a community effort to improve the water quality draining to Boca Ciega Bay. Restoration of the wetland conservation habitat took place around the pond and conservation education of the entire community of The Shores of Long Bayou was completed.,No-Name retention pond is located in Pinellas County and drains to Boca Ciega Bay. The pond has been taken over by invasive plants.,Lake/Pond,0.2,0.0,,Vegetation Buffer,,,0,11400,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,,,27.8310,-82.7720,Tampa Bay Estuary Program,Nature Reserve of the Shores of Long Bayou Homeowners Association,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Non-forested Freshwater Wetlands,,1
3114,3114,"<a href=""http://google.com/maps/place/27.811+-82.402/@27.811,-82.40215z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Schultz Nature Preserve Oyster Bar Creation Project,"The goal of Tampa Bay Watch's Community Oyster Reef Enhancement Program is to increase the oyster population in Tampa Bay and at the same time, provide habitats for small organisms, prevent erosion, improve water quality and improve fish and wildlife habitats.",Artificial reefs were created and placed along the sandy beach shoreline.,Beach,0.0,,2090.0,Reef Construction - Artificial Materials,,,0,110000,Erosion control:Improve or protect water quality:Protect/improve/provide habitat for fish/shellfish,Restoration,Tampa Bay Watch,,27.8110,-82.4020,Shell Marine: National Fish and Wildlife Foundation,"Hillsborough County, Southwest Florida Water Management District",29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Artificial Reefs,,1
3113,3113,"<a href=""http://google.com/maps/place/28.096+-82.7/@28.096,-82.715z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,East Lake Management Area Invasive Plant Management,"Herbicide treatment of nuisance exotic vegetation such as air potato, Brazilian pepper, camphor, caesarweed, wedelia, castor bean and elephant ear.",East Lake Management Area is located between Brooker Creek and Lake Tarpon and contains a large continuous forested wetland system.,Forested Wetland,3.7,0.0,,Invasives Control/Removal - Vegetation,,,0,2074,Protect/improve/provide habitat for other wildlife,Restoration,,,28.0960,-82.7000,Penny for Pinellas,Pinellas County,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Forested Freshwater Wetlands,,28
3112,3112,"<a href=""http://google.com/maps/place/27.847+-82.415/@27.847,-82.41515z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Alafia Bank Bird Sanctuary Artificial Reef,"Creation of an artificial reef made from 212 concrete reef balls. Each reef ball is four feet wide and three and a half feet tall, weighing 1,300 pounds. The reef balls will to prevent erosion along the shore and provide habitat for oysters.",In the 1920's dredging to create a shipping channel in Tampa Bay created two man-made islands: Bird Island and Sunken Island. Over time the two islands have become known as Alafia Bank Bird Sanctuary.,Island,0.0,,425.0,Reef Construction - Artificial Materials,,,0,84500,Erosion control:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for fish/shellfish,Restoration,,,27.8470,-82.4150,Environmental Protection Commission Hillsborough County,State of Florida,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Artificial Reefs,Hard Bottom,1
3185,3185,"<a href=""http://google.com/maps/place/27.867+-82.506/@27.867,-82.50615z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,MacDill Upland Forest Habitat Management,"Prescribed fire was used to control invasive species, improve wildlife habitat, reduce hazardous fuel loads, and promote new growth for foraging. A separate area was targeted for invasives control using herbicide application. This area had several spots of established invasives that had persisted despite previous applications.","Mixture of pine flatwoods, hardwood hammock, and forested wetlands.",Forest/Woodland,35.0,0.0,,Prescribed Burn,Yes,,0,6000,Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,MacDill Air Force Base,,27.8670,-82.5060,Department of Defense,Mac Dill Air Force Bse,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,33
3184,3184,"<a href=""http://google.com/maps/place/28.981+-82.702/@28.981,-82.70215z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Alligator Lake Habitat Restoration,This project consisted of removal of exotic vegetation and hydrological restoration and creation to improve water quality flowing into Old Tampa Bay.,Alligator Lake is located in north Pinellas County and drains directly into Old Tampa Bay. The property contains ruderal uplands and stormwater ditch wetlands.,Forest/Woodland,18.6,0.0,,Invasives Control/Removal - Vegetation,,,0,1750000,Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,,,28.9810,-82.7020,Penny for Pinellas,Pinellas County,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,134
3183,3183,"<a href=""http://google.com/maps/place/27.841+-82.774/@27.841,-82.77415z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Give A Day for the Bay - Lake Seminole Park,Community volunteers work with County park staff to remove invasive air potato vines and tubers.,"Lake Seminole Park covers more than 250 acres and is centrally located to several communities, including St. Petersburg, Seminole, Largo, and Pinellas Park. Lake Seminole Park is a designated wildlife habitat and sanctuary.",Forest/Woodland,5.0,0.0,,Invasives Control/Removal - Vegetation,,,0,321,Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.8410,-82.7740,Tampa Bay Estuary Program,Pinellas County,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,134
3256,3256,"<a href=""http://google.com/maps/place/27.865+-82.808/@27.865,-82.80815z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Walsingham Park Invasive Plant Control / Give A Day for the Bay,"Project involved treatment of invasive plants followed by debris removal. Community volunteers participated in a debris removal event at Walsingham Park. Debris removal took place along the shoreline and on a island located within the park, not accessible to the public.","Five habitat areas have been delineated within the boundaries of Walsingham Park: botanical gardens, pine flatwoods, oak scrub, Walsingham Reservoir with detention ponds, swales and wetlands; and cleared areas.",Forested Wetland,12.0,0.0,,Invasives Control/Removal - Vegetation,,,0,30520,Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,,,27.8650,-82.8080,Tampa Bay Estuary Program,Pinellas County,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Forested Freshwater Wetlands,,28
3254,3254,"<a href=""http://google.com/maps/place/27.513+-82.364/@27.513,-82.36415z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Give A Day for the Bay - Rye Preserve,Community volunteers removed one ton of debris and invasive plants along the hiking trails within the Park.,"The preserve's trail system leads visitors through four distinctive ecosystems, including sand pine scrub, xeric oak scrub, oak hammocks and the river community. A variety of interesting creatures can be seen in these areas including the rare gopher tortoise and Florida scrub-jay.",Forest/Woodland,0.5,0.0,,Invasives Control/Removal - Vegetation,,,0,259,Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.5130,-82.3640,Tampa Bay Estuary Program,Manatee County,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,134
3253,3253,"<a href=""http://google.com/maps/place/27.743+-82.685/@27.743,-82.68515z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Clam Bayou Phase 3,This final phase of restoration at Clam Bayou consisted of restoration and stormwater treatment and restoration of various coastal upland habitats.,The project site contains non-native vegetation and coastal uplands.,Forest/Woodland,28.4,0.0,,Invasives Control/Removal - Vegetation,,,0,9013772,Flood control:Improve/increase educational or recreational opportunities:Improve or protect water quality:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for fish/shellfish:Protect or preserve open space:Restore natural hydrology,Restoration,Southwest Florida Water Management District,,27.7430,-82.6850,Southwest Florida Water Management District,"Southwest Florida Water Management District, City of St. Petersburg",29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,134
3182,3182,"<a href=""http://google.com/maps/place/27.893+-82.893/@27.893,-82.89315z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Give A Day for the Bay - South Gandy Park,Community volunteers removed more than 5 tons of invasive Brazilian pepper from the area. Also removed other invasive plants such as lead tree and debris removal from shoreline.,The South Gandy Park sits directly on Tampa Bay and is popular for its boardwalk trails and boat ramp. The park receives an accumulation of debris into the mangroves lining the shore and interior areas contain native forest plants.,Forested Wetland,7.9,0.0,,Invasives Control/Removal - Vegetation,,,0,256,Improve or protect water quality:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.8930,-82.8930,Tampa Bay Estuary Program,City of Tampa,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Forested Freshwater Wetlands,,28
3181,3181,"<a href=""http://google.com/maps/place/27.838+-82.667/@27.838,-82.66715z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Give A Day for the Bay - Sawgrass Lake Park,"Community volunteers worked to remove invasive air potato tubers within the Sawgrass Lake Park, off the dirt trail. Volunteers collected several hundred pounds of invasive potatoes.","The park’s mile-long boardwalk and half-mile dirt trail provide opportunities to see birds, butterflies, plants and animals in their natural settings within the most densely populated county in Florida. Herons, egrets, ibis, wood storks, alligators and turtles can be seen along the canals and lakes.",Forest/Woodland,0.5,0.0,,Invasives Control/Removal - Vegetation,,,0,300,Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.8380,-82.6670,Tampa Bay Estuary Program,Pinellas County,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,134
3100,3100,"<a href=""http://google.com/maps/place/27.823+-82.474/@27.823,-82.47415z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,"Shoreline Enhancement for MacDill Air Force Base, Phase IV","The goal of Tampa Bay Watch's Community Oyster Reef Enhancement Program is to increase the oyster population in Tampa Bay and at the same time, provide habitats for small organisms, prevent erosion, improve water quality and improve fish and wildlife habitats.",This project took place along the sandy shoreline/beach area at MacDill Air Force Base.,Beach,0.0,,1290.0,Shoreline Stabilization/Enhancement,,,0,109200,Erosion control:Improve or protect water quality:Protect/improve/provide habitat for fish/shellfish,Restoration,Tampa Bay Watch,,27.8230,-82.4740,United States Department of Defense,United States Department of Defense,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Coastal Uplands,Living Shorelines,2
3099,3099,"<a href=""http://google.com/maps/place/27.088+-82.62/@27.088,-82.6215z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Weedon Island Oyster Bar Creation Project,"This project is a community-based oyster reef creation project, to continue the installation of oyster shell bars along the northern shoreline of Riviera Bay. This is Phase 3 of this project.","This project took place along the northern shoreline of Riviera Bay, a mangrove shoreline habitat.",Mangrove,0.0,,945.0,Reef Construction - Natural Materials,,,0,80000,Improve or protect water quality:Protect/improve/provide habitat for fish/shellfish:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Watch,,27.0880,-82.6200,National Oceanic and Atmospheric Administration/Restore America's Estuaries,Pinellas County,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Mangrove Forests,Hard Bottom,4
3317,3317,"<a href=""http://google.com/maps/place/27.822+-82.472/@27.822,-82.47215z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Cockroach Bay Aquatic Preserve,Planting of salt marsh is utilized for shoreline stabilization and habitat enhancement at the project location.,Cockroach Bay is located in Hillsborough County and consists of interdital habitats.,Salt Marsh,10.0,0.0,,Shoreline Stabilization/Enhancement,,,0,15275,Erosion control:Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Watch,,27.8220,-82.4720,"National Oceanic and Atmospheric Administration, Restore America's Estuaries",Hillsborough County,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Low-Salinity Salt Marsh,Living Shorelines,12
3316,3316,"<a href=""http://google.com/maps/place/27.638+-82.736/@27.638,-82.73615z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Fort De Soto Native Coastal Planting - Site #2,Community volunteers planted high marsh plants in stormwater swales in the north parking lot of Fort De Soto Park to control stormwater runoff.,The project location is the north parking lot area at Fort De Soto Beach in Pinellas County.,Freshwater Marsh,0.2,0.0,,Vegetation Buffer,,,0,2257,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Watch,,27.6380,-82.7360,Earth Share Gulf Coast Restoration Fund,Pinellas County Parks,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Non-forested Freshwater Wetlands,,3
3315,3315,"<a href=""http://google.com/maps/place/27.822+-82.472/@27.822,-82.47215z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Mac Dill Air Force Base,Salt marsh is planted to stabilize the shoreline and provide habitat for wildlife.,Mac Dill Air Force Base is located in Hillsborough County. The project area is an intertidal wetland habitat area on the Base.,Salt Marsh,0.4,0.0,,Shoreline Stabilization/Enhancement,,,0,3050,Erosion control:Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Watch,,27.8220,-82.4720,National Oceanic and Atmospheric Administration,Department of Defense,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Low-Salinity Salt Marsh,Living Shorelines,12
3166,3166,"<a href=""http://google.com/maps/place/27.635+-82.735/@27.635,-82.73515z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Fort De Soto Native Coastal Planting - Site #4,Community volunteers will plant high marsh plants in stormwater swales in the north parking lot of Fort De Soto Park to control stormwater runoff.,Planting at high marsh areas which act as stormwater swales for the north parking lot at Fort De Soto Park.,Freshwater Marsh,0.2,0.0,,Vegetation Buffer,,,0,2257,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Watch,,27.6350,-82.7350,Earth Share Gulf Coast Restoration Fund,Pinellas County Parks,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Non-forested Freshwater Wetlands,,3
3238,3238,"<a href=""http://google.com/maps/place/27.856+-82.819/@27.856,-82.81915z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Seminole Middle School Native Plant Restoration Project,"The restoration of a coastal pine flatwoods ecosystem utilizing native plants to provide food and habitat for wildlife, promote and provide a demonstration site for students, parents and teachers.","Project location on school property consisting of open grass area, pine hammock and a retention pond.",Grassland,1.5,0.0,,Planting,,,0,4000,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,,,27.8560,-82.8190,Tampa Bay Estuary Program,Pinellas County Schools,05-SEP-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,5
3237,3237,"<a href=""http://google.com/maps/place/27.811+-82.786/@27.811,-82.78615z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Bay Pines,Invasive plant species such as Brazilian pepper and lead trees were removed through a contractor. Trees were cut and the stumps treated to prevent re-growth. Stump removal and maintenance of area is overseen by St. Petersburg College Seminole campus.,"The project took place at the mangrove shoreline of Bay Pines complex, which drains directly to Boca Ciega Bay.",Mangrove,12.0,0.0,,Invasives Control/Removal - Vegetation,,,0,22932,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Watch,,27.8110,-82.7860,United States Fish and Wildlife Coastal Programs,St. Petersburg College Seminole Campus,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Mangrove Forests,,15
3236,3236,"<a href=""http://google.com/maps/place/27.646+-82.532/@27.646,-82.53215z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Rock Ponds Upland Restoration 1,"This project removed invasive vegetation followed by planting of native plants. Areas will be restored to coastal upland, pine flatwoods, hardwood hammocks and mixed pine/flatwood habitats.",This site consists of agriculture land with non-native plants with restoration to improve coastal upland and pine flatwoods areas.,Forest/Woodland,264.0,0.0,,Invasives Control/Removal - Vegetation,,,0,396123,Improve/increase educational or recreational opportunities:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife:Protect or preserve open space,Restoration,Southwest Florida Water Management District,,27.6460,-82.5320,Southwest Florida Water Management District,Southwest Florida Water Management District,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,134
3302,3302,"<a href=""http://google.com/maps/place/28.065+-82.689/@28.065,-82.68915z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Brooker Creek Preserve - South Invasive Plant Management,"Herbicide treatment of nuisance exotic vegetation such as Brazilian pepper, air potato, cogon grass, guinea grass, Japanese climbing fern, torpedo grass, wedelia.",Area within Brooker Creek Preserve consisting of flatwoods and hammock invaded by non-native vegetation.,Forest/Woodland,20.0,0.0,,Invasives Control/Removal - Vegetation,,,0,22380,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,,,28.0650,-82.6890,Penny for Pinellas,Southwest Florida Water Management District,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,134
3301,3301,"<a href=""http://google.com/maps/place/28.117+-82.684/@28.117,-82.68415z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Brooker Creek Preserve Prescribed Burn (Unit-Worthington Cir),Prescribed burn to restore or improve flatwood habitats within the Preserve area as well as control pests and improve ecosystem diversity.,The area within Brooker Creek is flatwoods located north of Worthington Court near the Ridgemoor subdivision in Pinellas County.,Forest/Woodland,12.0,0.0,,Prescribed Burn,,,0,3000,Protect/improve/provide habitat for other wildlife,Restoration,,,28.1170,-82.6840,Florida Forest Service,Southwest Florida Water Management District,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,33
3300,3300,"<a href=""http://google.com/maps/place/28.116+-82.672/@28.116,-82.67215z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Brooker Creek Preserve Prescribed Burn (Unit-Lora Lane to Diagonal),Prescribed burn to restore or improve flatwood habitats within the Preserve area as well as control pests and improve ecosystem diversity.,"The area within Brooker Creek is flatwoods located north of Lora Lane to the powerline intersection, in Pinellas County.",Forest/Woodland,22.0,0.0,,Prescribed Burn,,,0,3000,Protect/improve/provide habitat for other wildlife,Restoration,,,28.1160,-82.6720,Florida Forest Service,Pinellas County,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,33
3225,3225,"<a href=""http://google.com/maps/place/27.645+-82.513/@27.645,-82.51315z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Curosity Creek Preserve,Donation of successful mitigation site containing various forested upland and freshwater wetland habitats.,"This property contains forested uplands, wetlands, and oak hammock.",Forest/Woodland,164.0,0.0,,Land Acquisition,,,0,4212905,Protect or preserve open space,Protection,Manatee County,,27.6450,-82.5130,Gulfstream,Manatee County,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,3
3117,3117,"<a href=""http://google.com/maps/place/28.136+-82.71/@28.136,-82.7115z  target=""_blank"">Google Map</a>",2012,Region 4,FL,Tampa Bay Estuary Program,Lake Tarpon Management Area Invasive Plant Management,"Herbicide treatment of nuisance exotic vegetation such as air potato, balsam apple, taro, Chinese tallow, hairy indigo, wedelia, sword fern and Guinea grass.","Lake Tarpon Management Area contains a mosaic of mature floodplain swamp, floodplain forest,and bottomland forest.",Forested Wetland,7.0,0.0,,Invasives Control/Removal - Vegetation,,,0,5664,Protect/improve/provide habitat for other wildlife,Restoration,,,28.1360,-82.7100,Penny for Pinellas,Pinellas County,29-AUG-12 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Forested Freshwater Wetlands,,28
1970,1970,"<a href=""http://google.com/maps/place/27.823+-82.474/@27.823,-82.47415z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Shoreline Enhancement for MacDill Air Force Base Phase IV,"Installed 3,899 marine friendly, hollow, concrete oyster domes to create fisheries habitat and provide stormwater biological filters. Domes will also provide shoreline stabilization for the currently eroding coastline.",Intertidal wetland habitat in Southern Hillsborough County.,Hard Bottom,0.0,,1890.0,Reef Construction - Artificial Materials,,,0,375000,Erosion control:Improve or protect water quality:Protect/improve/provide habitat for fish/shellfish,Restoration,Tampa Bay Watch,,27.8230,-82.4740,United States Department of Defense,United States Department of Defense,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Hard Bottom,Artificial Reefs,7
3057,3057,"<a href=""http://google.com/maps/place/27.537+-82.745/@27.537,-82.74515z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Three Mile North Reef,"Portions of the Sunshine Skyway Fishing Pier were be demolished and submerged to create 70,000 tons of artificial reef.","Portions of the Sunshine Skyway Fishing Pier will be demolished and submerged to create 70,000 tons of artificial reef.",Hard Bottom,23.0,0.0,,Reef Construction - Artificial Materials,,,0,2200000,Improve/increase educational or recreational opportunities:Protect/improve/provide habitat for fish/shellfish:Protect/improve/provide habitat for other wildlife,Restoration,,,27.5370,-82.7450,Florida Department of Transportation,State of Florida,05-OCT-11 12.00.00.000000000 AM -05:00,"10/05/11 11:08 : Ronald A Hosler :  Portions of the Sunshine Skyway Fishing Pier were be demolished and submerged to create 70,000 tons of artificial reef.","09/28/11 16:40 : CN=Nancy Laurson/OU=DC/O=USEPA/C=US : The project description says will be demolisted - was this completed? If so, please revise text.",APPROVED,APPROVED,,,ron@tbep.org,Hard Bottom,Artificial Reefs,7
3068,3068,"<a href=""http://google.com/maps/place/27.883+-82.809/@27.883,-82.80915z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Give A Day for the Bay - McKay Creek Greenway,Removal of invasive exotic plants including removing the aggressive grape vines and thorny smilax vines impeding the pine trees. Removal of seedling oak trees that do not belong in the pine flatwoods.,The McKay Creek basin is located in west central Pinellas County and includes parts of the City of Largo and Seminole and the Town of Belleair Bluffs. The length of the primary channel is approximately 6.2 miles and includes two reservoirs; Taylor lake and the Walsingham Reservoir.,Forest/Woodland,10.0,0.0,,Invasives Control/Removal - Vegetation,,,0,150,Improve or protect water quality:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.8830,-82.8090,Tampa Bay Estuary Program,Pinellas County,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,134
3060,3060,"<a href=""http://google.com/maps/place/27.849+-82.605/@27.849,-82.60515z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Weedon Island Preserve Prescribed Burn,A prescribed burn was done in the flatwoods and oak hammock areas as fuel reduction in the flatwoods.,Weedon Island burn area contains flatwoods located behind the maintenance area.,Forested Wetland,4.0,0.0,,Prescribed Burn,,,0,600,Protect/improve/provide habitat for other wildlife,Restoration,,,27.8490,-82.6050,Pinellas County Operating,Florida Department of Environmental Protection,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Forested Freshwater Wetlands,,1
3059,3059,"<a href=""http://google.com/maps/place/27.635+-82.74/@27.635,-82.7415z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Give A Day for the Bay - Fort DeSoto Park,"Planting of more than 3,000 native plants within the Park. Plants included beach sunflower, railroad vine and sea oats.","The largest park within the Pinellas County Park System, Fort De Soto park consists of 1,136 acres made up of five interconnected islands (keys). These keys are home to beach plants, mangroves, wetlands, palm hammocks, hardwoods and scores of native plants. Each of these species plays a vital role in the preservation and protection of the natural environment.",Beach,2.0,0.0,0.0,Planting,,,0,275,Erosion control:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.6350,-82.7400,Tampa Bay Estuary Program,Pinellas County,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Coastal Uplands,,2
3058,3058,"<a href=""http://google.com/maps/place/27.818+-82.399/@27.818,-82.39915z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Green Key Oyster Bar Creation Project,Fossilized oyster shell was installed along the western shoreline of Green Key to create oyster reef.,A mangrove shoreline on the western end of Green Key,Shell Bottom,0.0,,790.0,Reef Construction - Natural Materials,,,0,75000,Protect/improve/provide habitat for fish/shellfish:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Watch,,27.8180,-82.3990,United States Fish and Wildlife,Audubon of Florida,16-SEP-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Oyster Bars,,10
3056,3056,"<a href=""http://google.com/maps/place/27.589+-82.571/@27.589,-82.57115z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,"Terra Ceia Uplands, Phase 6",Non-native plant removal followed by installation of native plant species; predominantly restoration of coastal pine flatwoods with hardwood hammocks.,Fallow farm fields dominated by non-native vegetation and relic hammocks.,Forest/Woodland,158.0,0.0,,Planting,,,0,331357,Improve/increase educational or recreational opportunities:Protect/improve/provide habitat for other wildlife:Protect or preserve open space,Restoration,,,27.5890,-82.5710,Southwest Florida Water Management District - Surface Water Improvement and Management,Southwest Florida Water Management District and State of Florida,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,25
